id,name,department_id,availability,lat,lon
100847,Дворовая территория,237392.0,4,55.75570766966557,37.80771997684607
100848,Дворовая территория,237415.0,4,55.64983431688576,37.41301508606604
100850,Дворовая территория,237392.0,4,55.748492557966905,37.80826657107247
100851,Дворовая территория,237392.0,4,55.75707092193749,37.8177808898572
100852,Дворовая территория,237392.0,4,55.746366134880425,37.81353741757348
100854,Дворовая территория,237392.0,4,55.751039537928406,37.81558318661841
100855,Дворовая территория,237392.0,4,55.75530005529213,37.82412172216694
100856,Дворовая территория,237392.0,4,55.75710992153009,37.825569219867226
100857,Дворовая территория,237392.0,4,55.746980168554266,37.79624609875119
100858,Дворовая территория,237392.0,4,55.7457714132547,37.79313245921308
100861,Спортивный зал «50 лет Октября»,219165.0,3,55.647655528311134,37.41495684043124
100862,Дворовая территория,237392.0,4,55.7504584084623,37.80105561122723
100863,Дворовая территория,237392.0,4,55.75040523664308,37.799254681721536
100864,Дворовая территория,237392.0,4,55.74609687855136,37.80799299286018
100866,Дворовая территория,237392.0,4,55.74334136706651,37.78503099204238
100867,Дворовая территория,237392.0,4,55.74307990342368,37.78551076156933
100868,Дворовая территория,237392.0,4,55.740466507256095,37.78169911486508
100871,Дворовая территория,237392.0,4,55.74174285262455,37.780437666432746
100874,Дворовая территория,237342.0,4,55.749595390979735,37.82388683859533
100884,Дворовая территория,237342.0,4,55.751363841148695,37.82332406328606
100885,Дворовая территория,237342.0,4,55.75320008987232,37.81252231893415
100965,Спортивный комплекс среднего профессионального образовательного учреждения,219814.0,4,55.70386,37.679844
100974,Дворовая территория,237415.0,4,55.64642668449935,37.41109044951313
100978,Спортивный клуб «Ладья»,219165.0,3,55.705087,37.45972
100982,Пункт хранения спортивного инвентаря с раздевалкой «СШОР «Нагорная» (велобаза),219165.0,3,55.609891019648245,37.29899091183477
100993,Крытое сооружение с искусственным льдом «Медведково»,219165.0,2,55.866005,37.634515
101002,Дворовая территория,237404.0,4,55.668682643133465,37.4514603265914
101043,"Парк, озелененная городская территория «Парк Школьников»",237346.0,2,55.667939,37.462999
101046,Дворовая территория,237404.0,4,55.667963800721054,37.45478144583505
101049,Крытое сооружение с искусственным льдом «Ледовый дворец «Мечта»,219165.0,2,55.891173,37.614994
101050,Дворовая территория,237404.0,4,55.65559258018408,37.48918887997053
101065,Дворовая территория,237404.0,4,55.67013898014974,37.466773218637634
101079,Дворовая территория,237404.0,4,55.656243614016425,37.48202866455696
101082,Дворовая территория,237404.0,4,55.653485746156,37.48128126038301
101084,Физкультурно-оздоровительный комплекс «МИРЭА»,266981.0,3,55.662669,37.47801
101101,Дворовая территория,237404.0,4,55.666746903528974,37.49048920653301
101103,Дворовая территория,237404.0,4,55.66206664337168,37.49175262779573
101111,Парк (озелененная городская территория) «Юго-Западный лесопарк»,237335.0,2,55.65862938361701,37.50420710456847
101121,Дворовая территория,237404.0,4,55.667249,37.467078
101123,Дворовая территория,237404.0,4,55.65690630352088,37.47327802334791
101124,Дворовая территория,237404.0,4,55.6619833865332,37.47224960978696
101132,Дворовая территория,237404.0,4,55.660602,37.469287
101150,Дворовая территория,237404.0,4,55.668346,37.471488
101153,Дворовая территория,237404.0,4,55.65944683950168,37.47394650199126
101159,Дворовая территория,237416.0,4,55.71928049962782,37.45358348595632
101166,Дворовая территория,237404.0,4,55.66505203780338,37.45304414776884
101167,Дворовая территория,237342.0,4,55.8042781261764,37.81445534931734
101171,Дворовая территория,237387.0,4,55.82917922394319,37.81824690611585
101192,Дворовая территория,237416.0,4,55.72122298466082,37.45557038079512
101194,Дворовая территория,237416.0,4,55.720784171993145,37.45387161383708
101198,Спортивный комплекс образовательного учреждения,219814.0,4,55.64361318083454,37.48688569331734
101205,Спортивный комплекс дошкольного образовательного учреждения,266981.0,4,55.63337537232889,37.47888293712926
101208,Спортивный комплекс высшего учебного заведения «Российский государственный социальный университет»,266981.0,2,55.82575436513541,37.72050593867508
101209,Спортивный комплекс высшего учебного заведения «Московский энергетический институт (МЭИ)»,266981.0,2,55.762277,37.703631
101258,Дворовая территория,237397.0,4,55.76131,37.741522
101259,Дворовая территория,237436.0,4,55.69900559011053,37.753339105146495
101260,Дворовая территория,,4,55.54997859279719,37.325055072721256
101266,Дворовая территория,237393.0,4,55.74187305192866,37.87133284476653
101290,Конноспортивная база «Сокорос»,,2,55.80300677029417,37.65813072175579
101291,Досуговый центр «Спутник»,237454.0,3,55.64195727419761,37.47708369625019
101292,Спортивный зал «Витязь»,237454.0,3,55.62233343792476,37.495177233687166
101296,Гребная учебно-спортивная база ЦСК ВМФ РФ «Серебряный бор»,259810.0,2,55.775231,37.433768
101297,Спортивный комплекс учреждения социальной защиты населения «Пансионат «Коньково»,237336.0,3,55.62993701847215,37.50409112079281
101298,Спортивный комплекс учреждения социальной защиты населения «Пансионат для ветеранов труда № 6»,237336.0,3,55.639794752824606,37.50126246614292
101300,Досуговый центр «Крылья»,237347.0,3,55.83771683752774,37.39044963835041
101303,Физкультурно-оздоровительный комплекс «Красная Пахра»,,3,55.431009,37.27376
101304,Стадион «Локомотив 2-Перово»,,2,55.74075209881267,37.77427030885029
101306,Фитнес клуб «МоскоуСпортКлуб»,,3,55.632379104772106,37.51635347968465
101307,Фитнес клуб «Фитнес точка»,,3,55.64447993748526,37.49044843082194
101308,Фитнес клуб «Ворлд класс»,,3,55.75491409588525,37.609615990773015
101312,Спортивный комплекс учреждения социальной защиты населения «Территориальный центр социального обслуживания «Ясенево»,237336.0,3,55.626202451134816,37.51012826860422
101317,Бар-бильярд в Перово,,3,55.74628349757696,37.79567776935947
101318,Дворовая территория,237400.0,4,56.010919637793954,37.20454521743853
101319,Стадион «Метеор»,,2,55.73892889284843,37.5140792149554
101320,Спортивный комплекс дошкольного образовательного учреждения,219814.0,4,55.57571403214915,37.580977387138105
